Variable,Value,ValueDescription,QuestionOrMeaning,FreeText,Type
Q41_5,1,Yes,Do you have breathing problems?,FALSE,Primary
Q41_6,-9,Not applicable,Do you have any heart disease?,FALSE,Primary
Q41_6,-3,Prefer not to say,Do you have any heart disease?,FALSE,Primary
Q41_6,-2,No answer,Do you have any heart disease?,FALSE,Primary
Q41_6,-1,Don't know,Do you have any heart disease?,FALSE,Primary
Q41_6,0,No,Do you have any heart disease?,FALSE,Primary
Q41_6,1,Yes,Do you have any heart disease?,FALSE,Primary
Q41_7,-9,Not applicable,Do you have mental health problems?,FALSE,Primary
Q41_7,-3,Prefer not to say,Do you have mental health problems?,FALSE,Primary
Q41_7,-2,No answer,Do you have mental health problems?,FALSE,Primary
Q41_7,-1,Don't know,Do you have mental health problems?,FALSE,Primary
Q41_7,0,No,Do you have mental health problems?,FALSE,Primary
Q41_7,1,Yes,Do you have mental health problems?,FALSE,Primary
Q41_8,-9,Not applicable,Do you have any other chronic illness?,FALSE,Primary
Q41_8,-3,Prefer not to say,Do you have any other chronic illness?,FALSE,Primary
Q41_8,-2,No answer,Do you have any other chronic illness?,FALSE,Primary
Q41_8,-1,Don't know,Do you have any other chronic illness?,FALSE,Primary
Q41_8,0,No,Do you have any other chronic illness?,FALSE,Primary
Q41_8,1,Yes,Do you have any other chronic illness?,FALSE,Primary
Q41_9,-9,Not applicable,Do you have any other chronic illness? - Don't know,FALSE,Primary
Q41_9,-3,Prefer not to say,Do you have any other chronic illness? - Don't know,FALSE,Primary
Q41_9,-2,No answer,Do you have any other chronic illness? - Don't know,FALSE,Primary
Q41_9,-1,Don't know,Do you have any other chronic illness? - Don't know,FALSE,Primary
Q41_9,0,No,Do you have any other chronic illness? - Don't know,FALSE,Primary
Q41_9,1,Yes,Do you have any other chronic illness? - Don't know,FALSE,Primary
Q42,-9,Not applicable,Does anyone else in the household have any physical or mental health conditions or illnesses lasting or expected to last for 12 months or more?,FALSE,Primary
Q42,-3,Prefer not to say,Does anyone else in the household have any physical or mental health conditions or illnesses lasting or expected to last for 12 months or more?,FALSE,Primary
Q42,-2,No answer,Does anyone else in the household have any physical or mental health conditions or illnesses lasting or expected to last for 12 months or more?,FALSE,Primary
Q42,-1,Don't know,Does anyone else in the household have any physical or mental health conditions or illnesses lasting or expected to last for 12 months or more?,FALSE,Primary
Q42,1,Yes,Does anyone else in the household have any physical or mental health conditions or illnesses lasting or expected to last for 12 months or more?,FALSE,Primary
Q42,2,No,Does anyone else in the household have any physical or mental health conditions or illnesses lasting or expected to last for 12 months or more?,FALSE,Primary
Q42,3,Prefer not to say,Does anyone else in the household have any physical or mental health conditions or illnesses lasting or expected to last for 12 months or more?,FALSE,Primary
Q42,4,Not applicable (living alone),Does anyone else in the household have any physical or mental health conditions or illnesses lasting or expected to last for 12 months or more?,FALSE,Primary
Q43_1,-9,Not applicable,Do other household members have any issues with their vision?,FALSE,Primary
Q43_1,-3,Prefer not to say,Do other household members have any issues with their vision?,FALSE,Primary
Q43_1,-2,No answer,Do other household members have any issues with their vision?,FALSE,Primary
Q43_1,-1,Don't know,Do other household members have any issues with their vision?,FALSE,Primary
Q43_1,0,No,Do other household members have any issues with their vision?,FALSE,Primary
Q43_1,1,Yes,Do other household members have any issues with their vision?,FALSE,Primary
Q43_10,-9,Not applicable,Do other household members have any other chronic illness? - Prefer not to say,FALSE,Primary
Q43_10,-3,Prefer not to say,Do other household members have any other chronic illness? - Prefer not to say,FALSE,Primary
Q43_10,-2,No answer,Do other household members have any other chronic illness? - Prefer not to say,FALSE,Primary
Q43_10,-1,Don't know,Do other household members have any other chronic illness? - Prefer not to say,FALSE,Primary
Q43_10,0,No,Do other household members have any other chronic illness? - Prefer not to say,FALSE,Primary
Q43_10,1,Yes,Do other household members have any other chronic illness? - Prefer not to say,FALSE,Primary
Q43_2,-9,Not applicable,Do other household members have any issues with their hearing?,FALSE,Primary
Q43_2,-3,Prefer not to say,Do other household members have any issues with their hearing?,FALSE,Primary
Q43_2,-2,No answer,Do other household members have any issues with their hearing?,FALSE,Primary
Q43_2,-1,Don't know,Do other household members have any issues with their hearing?,FALSE,Primary
Q43_2,0,No,Do other household members have any issues with their hearing?,FALSE,Primary
Q43_2,1,Yes,Do other household members have any issues with their hearing?,FALSE,Primary
Q43_3,-9,Not applicable,Do other household members have any issues with learning?,FALSE,Primary
Q43_3,-3,Prefer not to say,Do other household members have any issues with learning?,FALSE,Primary
Q43_3,-2,No answer,Do other household members have any issues with learning?,FALSE,Primary
Q43_3,-1,Don't know,Do other household members have any issues with learning?,FALSE,Primary
Q43_3,0,No,Do other household members have any issues with learning?,FALSE,Primary
Q43_3,1,Yes,Do other household members have any issues with learning?,FALSE,Primary
Q43_4,-9,Not applicable,Do other household members have any issues with their vision?,FALSE,Primary
Q43_4,-3,Prefer not to say,Do other household members have any issues with their vision?,FALSE,Primary
Q43_4,-2,No answer,Do other household members have any issues with their vision?,FALSE,Primary
Q43_4,-1,Don't know,Do other household members have any issues with their vision?,FALSE,Primary
Q43_4,0,No,Do other household members have any issues with their vision?,FALSE,Primary
Q43_4,1,Yes,Do other household members have any issues with their vision?,FALSE,Primary
Q43_5,-9,Not applicable,Do other household members have any issues with their breathing?,FALSE,Primary
Q43_5,-3,Prefer not to say,Do other household members have any issues with their breathing?,FALSE,Primary
Q43_5,-2,No answer,Do other household members have any issues with their breathing?,FALSE,Primary
Q43_5,-1,Don't know,Do other household members have any issues with their breathing?,FALSE,Primary
Q43_5,0,No,Do other household members have any issues with their breathing?,FALSE,Primary
Q43_5,1,Yes,Do other household members have any issues with their breathing?,FALSE,Primary
Q43_6,-9,Not applicable,Do other household members have any heart disease?,FALSE,Primary
Q43_6,-3,Prefer not to say,Do other household members have any heart disease?,FALSE,Primary
Q43_6,-2,No answer,Do other household members have any heart disease?,FALSE,Primary
Q43_6,-1,Don't know,Do other household members have any heart disease?,FALSE,Primary
Q43_6,0,No,Do other household members have any heart disease?,FALSE,Primary
Q43_6,1,Yes,Do other household members have any heart disease?,FALSE,Primary
Q43_7,-9,Not applicable,Do other household members have any mental health problems?,FALSE,Primary
Q43_7,-3,Prefer not to say,Do other household members have any mental health problems?,FALSE,Primary
Q43_7,-2,No answer,Do other household members have any mental health problems?,FALSE,Primary
Q43_7,-1,Don't know,Do other household members have any mental health problems?,FALSE,Primary
Q43_7,0,No,Do other household members have any mental health problems?,FALSE,Primary
Q43_7,1,Yes,Do other household members have any mental health problems?,FALSE,Primary
Q43_8,-9,Not applicable,Do other household members have any other chronic illness?,FALSE,Primary
Q43_8,-3,Prefer not to say,Do other household members have any other chronic illness?,FALSE,Primary
Q43_8,-2,No answer,Do other household members have any other chronic illness?,FALSE,Primary
Q43_8,-1,Don't know,Do other household members have any other chronic illness?,FALSE,Primary
Q43_8,0,No,Do other household members have any other chronic illness?,FALSE,Primary
Q43_8,1,Yes,Do other household members have any other chronic illness?,FALSE,Primary
Q43_9,-9,Not applicable,Do other household members have any other chronic illness? - Don't know,FALSE,Primary
Q43_9,-3,Prefer not to say,Do other household members have any other chronic illness? - Don't know,FALSE,Primary
Q43_9,-2,No answer,Do other household members have any other chronic illness? - Don't know,FALSE,Primary
Q43_9,-1,Don't know,Do other household members have any other chronic illness? - Don't know,FALSE,Primary
Q43_9,0,No,Do other household members have any other chronic illness? - Don't know,FALSE,Primary
Q43_9,1,Yes,Do other household members have any other chronic illness? - Don't know,FALSE,Primary
Q44,-9,Not applicable,How many people in household hold a degree or higher qualification?,TRUE,Primary
Q44,-3,Prefer not to say,How many people in household hold a degree or higher qualification?,TRUE,Primary
Q44,-2,No answer,How many people in household hold a degree or higher qualification?,TRUE,Primary
Q44DK_1,,,How many people in household hold a degree or higher qualification? - Prefer not to say,TRUE,Primary
Q45,-9,Not applicable,To which ethnic group do you belong?,FALSE,Primary
Q45,-3,Prefer not to say,To which ethnic group do you belong?,FALSE,Primary
Q45,-2,No answer,To which ethnic group do you belong?,FALSE,Primary
Q45,-1,Don't know,To which ethnic group do you belong?,FALSE,Primary
Q45,1,Indian,To which ethnic group do you belong?,FALSE,Primary
Q45,2,Pakistani,To which ethnic group do you belong?,FALSE,Primary
Q45,3,Bangladeshi,To which ethnic group do you belong?,FALSE,Primary
Q45,4,Chinese,To which ethnic group do you belong?,FALSE,Primary
Q45,5,Any other Asian background,To which ethnic group do you belong?,FALSE,Primary
Q45,6,Caribbean,To which ethnic group do you belong?,FALSE,Primary
Q45,7,African,To which ethnic group do you belong?,FALSE,Primary
Q45,8,"Any other Black, Black British, or Caribbean background",To which ethnic group do you belong?,FALSE,Primary
Q45,9,White and Black Caribbean,To which ethnic group do you belong?,FALSE,Primary
Q45,10,White and Black African,To which ethnic group do you belong?,FALSE,Primary
Q45,11,White and Asian,To which ethnic group do you belong?,FALSE,Primary
Q45,12,Any other Mixed or multiple ethnic background,To which ethnic group do you belong?,FALSE,Primary
Q45,13,"English, Welsh, Scottish, Northern Irish or British",To which ethnic group do you belong?,FALSE,Primary
Q45,14,Irish,To which ethnic group do you belong?,FALSE,Primary
Q45,15,Gypsy or Irish Traveller,To which ethnic group do you belong?,FALSE,Primary
Q45,16,Roma,To which ethnic group do you belong?,FALSE,Primary
Q45,17,Any other White background,To which ethnic group do you belong?,FALSE,Primary
Q45,18,Arab,To which ethnic group do you belong?,FALSE,Primary
Q45,19,Any other ethnic group,To which ethnic group do you belong?,FALSE,Primary
Q46B,-9,Not applicable,"Does the price you pay for your electricity depend on the time of day it is used? (for example, cheaper overnight or when there is less demand)",FALSE,Primary
Q46B,-3,Prefer not to say,"Does the price you pay for your electricity depend on the time of day it is used? (for example, cheaper overnight or when there is less demand)",FALSE,Primary
Q46B,-2,No answer,"Does the price you pay for your electricity depend on the time of day it is used? (for example, cheaper overnight or when there is less demand)",FALSE,Primary
Q46B,-1,Don't know,"Does the price you pay for your electricity depend on the time of day it is used? (for example, cheaper overnight or when there is less demand)",FALSE,Primary
Q46B,1,Yes,"Does the price you pay for your electricity depend on the time of day it is used? (for example, cheaper overnight or when there is less demand)",FALSE,Primary
Q46B,2,No,"Does the price you pay for your electricity depend on the time of day it is used? (for example, cheaper overnight or when there is less demand)",FALSE,Primary
Q46B,3,Don't know,"Does the price you pay for your electricity depend on the time of day it is used? (for example, cheaper overnight or when there is less demand)",FALSE,Primary
Q46R1,-9,Not applicable,Which of these methods do you use to pay for your energy? - gas,FALSE,Primary
Q46R1,-3,Prefer not to say,Which of these methods do you use to pay for your energy? - gas,FALSE,Primary
Q46R1,-2,No answer,Which of these methods do you use to pay for your energy? - gas,FALSE,Primary
Q46R1,-1,Don't know,Which of these methods do you use to pay for your energy? - gas,FALSE,Primary
Q46R1,1,Direct debit (including online direct debit),Which of these methods do you use to pay for your energy? - gas,FALSE,Primary
Q46R1,2,"Payment on receipt of bill (by post, telephone, online or at bank/post office)",Which of these methods do you use to pay for your energy? - gas,FALSE,Primary
